id,paragraph,problems,question_plus,hint
generation-for-nlp-802_aug,가장 친한 친구의 생일 파티에서 스카일라가 두 번째 케이크 조각을 혼자서 먹는 것을 보게 됩니다.,"{'question': '질문: 스카일라가 두 번째 케이크 조각을 혼자서 먹는 이유로 가장 적절한 것은 무엇인가?', 'choices': ['스카일라는 케이크의 첫 번째 조각이 맛없어서 두 번째 조각을 선택했다.', '스카일라는 생일 파티의 분위기에 따라 다른 친구들이 먹는 것을 보고 따라했다.', '스카일라는 케이크의 양이 부족하다고 느꼈다.', '스카일라는 다른 친구들이 먼저 케이크를 다 먹어버릴까 두려웠다.', '스카일라는 제어력 부족으로 인해 두 번째 조각을 먹기로 결심했다.'], 'answer': 4}",,"스카일라가 혼자서 두 번째 케이크 조각을 선택한 상황은, 자신의 식욕과 자원 부족 사이에서 느끼는 심리적 압박을 반영할 수 있습니다. 그에 따라 두 번째 조각을 먹음으로써 다른 사람이 먼저 먹어버릴까 봐 걱정거리가 생길 수 있습니다. 이는 개인의 선택이 다른 사람의 행동과 상호작용하는 사례로 볼 수 있습니다."
generation-for-nlp-803_aug,단기적으로 한 기업이 노동력과 자본을 활용하여 장치를 생산합니다.,"{'question': '질문: 기업이 장치를 생산하기 위해 단기적으로 노동력과 자본을 조정할 때 주목해야 할 요소는 무엇입니까?', 'choices': ['생산되는 제품의 품질', '고용 계약의 조건', '자본 가격의 변화', '소비자 수요의 증가', '경쟁 업체의 가격 설정'], 'answer': 3}",,"자본은 생산의 중요한 요소로, 자본 가격의 변화는 기업의 생산 결정을 직접적으로 영향을 미칩니다. 자본 가격이 상승하면 기업의 생산비용이 증가하게 되며, 이는 단기적으로 생산 및 가격 조정에 영향을 줄 수 있습니다."
generation-for-nlp-805_aug,I. 무임승차자 II. 수요 곡선을 수직으로 추가하여 사회에 대한 수요 곡선 찾기 III. 소비의 비경쟁성 IV. 비배제성,"{'question': '질문: 공공재의 특징으로 올바른 것은 무엇입니까?', 'choices': ['비경쟁성과 배제성', '수요 곡선이 수평으로 나타남', '소비의 경쟁성', '비배제성과 비경쟁성', '제한적인 소비 가능성'], 'answer': 4}",,공공재는 여러 사람이 동시에 소비할 수 있으며 한 개인의 소비가 다른 개인의 소비에 영향을 미치지 않는 비경쟁성을 가지고 있습니다. 또한 공공재에 대해 특정 개인이 소비를 제한할 수 없는 비배제성의 특성을 가져서 모든 사람이 공공재를 이용할 수 있습니다.
generation-for-nlp-806_aug,"낸시는 1시간 동안 시험 공부를 하거나, 6달러의 임금을 받고 1시간 동안 잔디를 깎거나, 8달러의 임금을 받고 1시간 동안 조카를 돌보는 일을 선택할 수 있습니다.","{'question': '질문: 낸시가 잔디를 깎는 일을 선택했다면, 그녀의 기회비용은 얼마인가요?', 'choices': ['6달러', '8달러', '14달러', '0달러', '2달러'], 'answer': 2}",,"낸시가 잔디를 깎는 일을 선택할 경우, 그녀는 시험 공부를 통해 얻을 수 있는 가치(6달러)와 조카를 돌보는 일에서 포기한 가치(8달러)를 고려해야 합니다. 따라서 잔디 깎는 선택의 기회비용은 포기한 가장 높은 가치가 되는 조카 돌보기의 임금인 8달러입니다."
generation-for-nlp-807_aug,"상대적으로 소득이 낮은 사람들은 상대적으로 소득이 높은 사람들보다 소득의 더 많은 부분을 식품에 지출하기 때문에, 식품에 대한 판매세는 다음 중 어떤 세금 범주에 속합니까?","{'question': '질문: 상대적으로 소득이 낮은 계층이 식품에 지출하는 비율이 높다는 것은 어떤 경제적 영향을 미칠 수 있습니까?', 'choices': ['경제 성장 촉진', '소비 패턴 변화', '소득 불평등 심화', '대체재 소비 증가', '세수 증대'], 'answer': 3}",,"소득이 낮은 사람들이 더 많은 지출을 식품에 할 경우, 그들이 겪는 경제적 압박이 더욱 커질 수 있습니다. 이는 경제적 불평등을 심화시키는 요인으로 작용할 수 있으며, 따라서 정책적으로 이러한 상황을 개선하기 위한 방안이 필요합니다."
generation-for-nlp-808_aug,"멜라니는 매일 점심값으로 개당 1달러인 사과와 개당 2달러인 오렌지를 사 먹습니다. 현재 소비 수준에서 멜라니의 사과에 대한 한계 효용은 12이고, 오렌지에 대한 한계 효용은 18입니다.","{'question': '질문: 멜라니가 사과와 오렌지를 소비하는 이유는 무엇인가요?', 'choices': ['사과가 더 건강하기 때문이다.', '오렌지가 더 비싼 이유로 더 맛있다고 느끼기 때문이다.', '한계 효용이 더 높은 과일을 선택하기 때문이다.', '사과가 오렌지보다 더 오래 보관할 수 있어서이다.', '그녀는 여러 가지 과일을 골고루 먹는 것을 선호하기 때문이다.'], 'answer': 3}",,멜라니는 가격 대비 한계 효용이 더 높은 사과를 소비함으로써 자신이 얻는 효용을 극대화하려고 합니다. 이는 소비자의 최적 소비 선택 원리에 해당합니다.
generation-for-nlp-810_aug,동일한 기간에 파인애플 공급에 영향을 미치는 가뭄과 암 예방에 도움이 될 수 있는 발견이 있습니다.,"{'question': '질문: 가뭄으로 인해 파인애플 생산량이 감소했을 때, 이는 파인애플 가격에 어떤 영향을 미칠까요?', 'choices': ['가격 유지', '가격 상승', '가격 하락', '가격 변동 없음', '가격 불확정'], 'answer': 2}",,"가뭄은 파인애플의 공급을 줄여 공급 부족을 초래함으로써, 균형 가격이 상승하는 경향이 있으며 이는 시장에서 가격이 오르는 원인으로 작용합니다."
generation-for-nlp-812_aug,독점 경쟁은 종종 다음과 같은 특징이 있습니다.,"{'question': '질문: 독점 경쟁 시장에서 소비자에게 주어지는 주된 이점은 무엇인가요?', 'choices': ['높은 가격 안정성', '다양한 제품 선택 가능', '기업의 높은 이윤 확보', '소비자 불만의 최소화', '강력한 판매 독점의 형성'], 'answer': 2}",,"독점 경쟁 시장에서는 여러 기업이 존재하며 각 기업이 제품에 차별화를 두고 경쟁하므로, 소비자들은 다양한 선택지를 가지게 됩니다. 이러한 구조는 소비자의 선택 폭을 넓히는 데 중요한 역할을 합니다."
generation-for-nlp-813_aug,"한 학생이 이미 3시간 동안 시험 공부를 한 후, 같은 시험을 위해 1시간 더 공부를 하겠다고 결심합니다.","{'question': '질문: 학생이 추가로 1시간 더 공부하기로 결정한 이유는 무엇인가요?', 'choices': ['시험에서 좋은 성적을 거두기 위해서는 더 많은 시간이 필요하다고 생각했기 때문이다.', '시험 공부를 시작하기 전에 다른 활동을 모두 마치고 싶었기 때문이다.', '이미 공부한 시간이 아까워서 한 시간 더 공부하기로 결심했기 때문이다.', '시험이 임박해서 불안감 때문에 추가 공부가 필요하다고 느꼈기 때문이다.', '공부하는 동안 친구와 만나기로 계획이 바뀌어서 갑자기 공부 시간이 많아졌기 때문이다.'], 'answer': 3}",,"지문에서 언급한 학생의 결심은 이전에 이미 투자한 시간에 대한 긍정적인 감정이나 불안감으로부터 비롯된 것으로 볼 수 있습니다. 학생이 3시간의 공부를 이미 했기 때문에, 이는 한계 편익을 넘어서는 결정의 배경이 될 수 있습니다."
generation-for-nlp-814_aug,재화 X는 경쟁 시장에서 교환됩니다.,"{'question': '질문: 재화 X의 시장 경쟁에서 생산자와 소비자의 가격 부담을 결정짓는 요인은 무엇인가요?', 'choices': ['재화 X의 공급이 제한될 경우, 소비자의 부담이 증가한다.', '재화 X의 수요가 증가하면 생산자의 부담이 감소한다.', '세금 부과 시 수요 곡선의 기울기가 판매 가격에 영향을 미친다.', '재화 X의 생산비용이 증가하면 소비자 가격이 하락한다.', '시장의 경쟁 정도는 세금 부담의 분배에 영향을 주지 않는다.'], 'answer': 3}",,"경쟁 시장에서 재화의 가격 설정은 수요와 공급의 상호작용에 의해 결정됩니다. 세금이 부과될 경우, 이 두 곡선의 기울기가 가격 부담의 분배에 어떻게 영향을 미치는지는 시장의 균형에 큰 영향을 미치며, 특히 수요 곡선이 어떻게 설정되어 있는지가 중요합니다."
generation-for-nlp-815_aug,"한 학생이 경제학 시험 공부를 하면서 피자 세 조각을 먹습니다. 첫 번째 피자 조각의 한계 효용은 10, 두 번째 조각은 7, 세 번째 조각은 3입니다.","{'question': '질문: 한계 효용이 감소하는 이유는 무엇인가요?', 'choices': ['소비자가 피자를 먹기 시작할 때의 만족도가 낮기 때문이다.', '추가적인 소비에 따른 만족도가 감소하기 때문이다.', '피자의 가격이 증가했기 때문이다.', '첫 번째 조각의 맛이 가장 좋기 때문이다.', '학생이 시험 공부로 피자를 먹는 것이기 때문이다.'], 'answer': 2}",,"한계 효용 체감의 법칙에 따르면, 추가적으로 소비하는 단위에서 얻는 만족감은 소비가 증가함에 따라 줄어듭니다. 이 법칙은 소비자가 느끼는 만족의 변화를 설명하는 중요한 경제 개념입니다."
generation-for-nlp-816_aug,미국은 멸치 대신 연어를 교환하는 조건으로 페루와 교역을 하고 있습니다.,"{'question': '질문: 페루가 멸치를 생산하는 데 더 효율적이고, 미국이 연어 생산에서 효율적이라면 두 국가는 어떤 방식으로 이익을 얻을 수 있을까요?', 'choices': ['페루는 멸치와 연어 모두를 생산해 자급자족할 것이다.', '미국은 멸치를 생산해 페루에 수출하고, 페루는 연어를 생산해 미국에 수출할 것이다.', '미국은 연어를 생산해 페루에 수출하고, 페루는 멸치를 미국에 수출할 것이다.', '두 국가는 서로 멸치를 생산해 교역을 하지 않을 것이다.', '미국과 페루 모두 멸치와 연어를 생산해 각각의 시장에 판매할 것이다.'], 'answer': 3}",,"한계 효용 체감의 법칙에 따르면, 추가적으로 소비하는 단위에서 얻는 만족감은 소비가 증가함에 따라 줄어듭니다. 이 법칙은 소비자가 느끼는 만족의 변화를 설명하는 중요한 경제 개념입니다."
